eventid,eventtype,alertlevel,country,fromdate,todate,magnitude,depth,rapidpopdescription,maximum_wind_speed_kmh,maximum_storm_surge_m,exposed_population,duration_days,burned_area_ha,people_affected,affected_area_km2,affected_country_count,severity_level,severity_text
1013449,DR,green,Russia,2019-05-21T00:00:00,2019-10-22T08:27:00,,,,,,,154.0,,,60528.0,1.0,1.0,Minor impact for agricultural drought in 60528 km2
1013218,DR,green,China,2019-05-21T00:00:00,2019-10-03T13:57:00,,,,,,,135.0,,,158199.0,1.0,1.0,Minor impact for agricultural drought in 158199 km2
1013238,DR,green,"Dominican Republic, Haiti",2019-05-21T00:00:00,2019-09-25T16:17:00,,,,,,,127.0,,,36137.0,2.0,1.0,Minor impact for agricultural drought in 36137 km2
1012974,DR,green,Russia,2019-02-21T00:00:00,2019-09-10T14:07:00,,,,,,,201.0,,,97210.0,1.0,1.0,Minor impact for agricultural drought in 97210 km2
1013352,DR,green,"Mexico, United States",2019-04-21T00:00:00,2019-09-08T10:47:00,,,,,,,140.0,,,172474.0,2.0,1.0,Minor impact for agricultural drought in 172474 km2
1013220,DR,green,"Kazakhstan, Russia",2019-05-21T00:00:00,2019-09-08T10:47:00,,,,,,,110.0,,,39127.0,2.0,1.0,Minor impact for agricultural drought in 39127 km2
1013224,DR,green,"China, North Korea, South Korea",2019-05-21T00:00:00,2019-09-08T10:47:00,,,,,,,110.0,,,107809.0,3.0,1.0,Minor impact for agricultural drought in 107809 km2
1013252,DR,green,Canada,2019-02-21T00:00:00,2019-08-26T13:37:00,,,,,,,186.0,,,38961.0,1.0,1.0,Minor impact for agricultural drought in 38961 km2
1013191,DR,green,Mexico,2019-04-21T00:00:00,2019-08-26T13:37:00,,,,,,,127.0,,,77780.0,1.0,1.0,Minor impact for agricultural drought in 77780 km2
1013150,DR,green,"Belarus, Estonia, Lithuania, Latvia, Poland, Russia, Ukraine",2019-02-21T00:00:00,2019-08-01T10:47:00,,,,,,,161.0,,,103606.0,7.0,1.0,Minor impact for agricultural drought in 103606 km2
1013230,DR,green,"Bhutan, China, India, Nepal",2019-05-21T00:00:00,2019-07-23T08:27:00,,,,,,,63.0,,,214708.0,4.0,1.0,Minor impact for agricultural drought in 214708 km2
1012950,DR,green,Argentina,2019-02-21T00:00:00,2019-06-26T00:00:00,,,,,,,125.0,,,200057.0,1.0,1.0,Minor impact for agricultural drought in 200057 km2
1012920,DR,green,Japan,2019-01-21T00:00:00,2019-06-26T00:00:00,,,,,,,156.0,,,50599.0,1.0,1.0,Minor impact for agricultural drought in 50599 km2
1013263,DR,green,"Canada, United States",2018-12-21T00:00:00,2019-06-23T12:17:00,,,,,,,184.0,,,110963.0,2.0,1.0,Minor impact for agricultural drought in 110963 km2
1013071,DR,green,Chile,2019-02-21T00:00:00,2019-06-23T12:17:00,,,,,,,122.0,,,33894.0,1.0,1.0,Minor impact for agricultural drought in 33894 km2
1012959,DR,green,"Argentina, Chile",2019-02-21T00:00:00,2019-06-16T11:27:00,,,,,,,115.0,,,28023.0,2.0,1.0,Minor impact for agricultural drought in 28023 km2
1012988,DR,green,Morocco,2019-02-21T00:00:00,2019-06-16T11:27:00,,,,,,,115.0,,,9271.0,1.0,1.0,Minor impact for agricultural drought in 9271 km2
1012840,DR,green,Australia,2018-12-21T00:00:00,2019-05-24T14:07:00,,,,,,,154.0,,,107466.0,1.0,1.0,Minor impact for agricultural drought in 107466 km2
1012618,DR,green,"Croatia, Hungary, Romania, Serbia",2018-09-21T00:00:00,2019-05-08T13:57:00,,,,,,,229.0,,,59261.0,4.0,1.0,Minor impact for agricultural drought in 59261 km2
1013024,DR,green,France,2019-02-11T00:00:00,2019-05-08T13:57:00,,,,,,,86.0,,,33975.0,1.0,1.0,Minor impact for agricultural drought in 33975 km2
1012932,DR,green,"Algeria, Spain, Morocco",2019-01-21T00:00:00,2019-04-26T15:37:00,,,,,,,95.0,,,79873.0,3.0,1.0,Minor impact for agricultural drought in 79873 km2
1012951,DR,green,"Spain, Portugal",2019-02-21T00:00:00,2019-04-26T15:37:00,,,,,,,64.0,,,116015.0,2.0,1.0,Minor impact for agricultural drought in 116015 km2
1012928,DR,green,"Kazakhstan, Russia",2018-12-21T00:00:00,2019-04-05T09:27:00,,,,,,,105.0,,,338718.0,2.0,1.0,Minor impact for agricultural drought in 338718 km2
1012844,DR,green,Brazil,2018-12-21T00:00:00,2019-04-05T09:27:00,,,,,,,105.0,,,396293.0,1.0,1.0,Minor impact for agricultural drought in 396293 km2
1012837,DR,green,"Trinidad & Tobago, Venezuela",2018-11-21T00:00:00,2019-03-08T16:17:00,,,,,,,107.0,,,53346.0,2.0,1.0,Minor impact for agricultural drought in 53346 km2
1012848,DR,green,United States,2018-12-21T00:00:00,2019-03-08T16:17:00,,,,,,,77.0,,,28645.0,1.0,1.0,Minor impact for agricultural drought in 28645 km2
1012826,DR,green,"Colombia, Venezuela",2018-12-21T00:00:00,2019-03-08T16:17:00,,,,,,,77.0,,,220945.0,2.0,1.0,Minor impact for agricultural drought in 220945 km2
1012168,DR,green,"Germany, Denmark, France, Latvia, Poland, Sweden",2017-07-21T00:00:00,2019-02-09T15:07:00,,,,,,,568.0,,,80936.0,6.0,1.0,Minor impact for agricultural drought in 80936 km2
1012676,DR,green,Philippines,2018-07-21T00:00:00,2019-01-26T17:07:00,,,,,,,189.0,,,44740.0,1.0,1.0,Minor impact for agricultural drought in 44740 km2
1012756,DR,green,Brazil,2018-11-21T00:00:00,2019-01-20T13:47:00,,,,,,,60.0,,,85043.0,1.0,1.0,Minor impact for agricultural drought in 85043 km2
1012660,DR,green,"Central African Republic, Chad",2018-08-21T00:00:00,2018-12-30T14:05:00,,,,,,,131.0,,,97497.0,2.0,1.0,Minor impact for agricultural drought in 97497 km2
1012698,DR,green,"Cambodia, Laos, Thailand, Vietnam",2018-10-21T00:00:00,2018-12-30T14:05:00,,,,,,,70.0,,,95172.0,4.0,1.0,Minor impact for agricultural drought in 95172 km2
1012677,DR,green,"Belize, Guatemala, Honduras, Mexico",2018-08-21T00:00:00,2018-12-30T14:05:00,,,,,,,131.0,,,65060.0,4.0,1.0,Minor impact for agricultural drought in 65060 km2
1012396,DR,green,Brazil,2018-05-21T00:00:00,2018-12-30T14:05:00,,,,,,,223.0,,,104035.0,1.0,1.0,Minor impact for agricultural drought in 104035 km2
1012247,DR,green,"Albania, Austria, Bosnia & Herzegovina, Bulgaria, Belarus, Greece, Croatia, Hungary, Kazakhstan, Moldova, Montenegro, Macedonia, Romania, Serbia, Russia, Slovenia, Slovakia, Türkiye, Ukraine",2018-04-21T00:00:00,2018-11-24T16:27:00,,,,,,,217.0,,,1677855.0,18.0,1.0,Minor impact for agricultural drought in 1677855 km2
1012452,DR,green,China,2018-07-21T00:00:00,2018-11-24T16:27:00,,,,,,,126.0,,,133152.0,1.0,1.0,Minor impact for agricultural drought in 133152 km2
1012534,DR,green,Ecuador,2018-08-21T00:00:00,2018-11-24T16:27:00,,,,,,,95.0,,,54569.0,1.0,1.0,Minor impact for agricultural drought in 54569 km2
1012433,DR,green,Madagascar,2018-07-21T00:00:00,2018-11-24T16:27:00,,,,,,,126.0,,,51870.0,1.0,1.0,Minor impact for agricultural drought in 51870 km2
1012665,DR,green,"Azerbaijan, Russia",2018-09-21T00:00:00,2018-11-24T16:27:00,,,,,,,64.0,,,78481.0,2.0,1.0,Minor impact for agricultural drought in 78481 km2
1012429,DR,green,"Bangladesh, India, Myanmar, Nepal",2018-06-21T00:00:00,2018-11-16T15:57:00,,,,,,,148.0,,,485175.0,4.0,1.0,Minor impact for agricultural drought in 485175 km2
1012604,DR,green,United States,2018-05-21T00:00:00,2018-10-28T15:37:00,,,,,,,160.0,,,229250.0,1.0,1.0,Minor impact for agricultural drought in 229250 km2
1012613,DR,green,"Argentina, Chile",2018-09-21T00:00:00,2018-10-28T15:37:00,,,,,,,37.0,,,31265.0,2.0,1.0,Minor impact for agricultural drought in 31265 km2
1012568,DR,green,"Kyrgyzstan, Kazakhstan, Tajikistan, Uzbekistan",2018-08-21T00:00:00,2018-10-19T12:27:00,,,,,,,59.0,,,47602.0,4.0,1.0,Minor impact for agricultural drought in 47602 km2
1012447,DR,green,Mexico,2018-07-21T00:00:00,2018-10-12T12:27:00,,,,,,,83.0,,,57097.0,1.0,1.0,Minor impact for agricultural drought in 57097 km2
1012571,DR,green,Chile,2018-08-21T00:00:00,2018-10-12T12:27:00,,,,,,,52.0,,,28903.0,1.0,1.0,Minor impact for agricultural drought in 28903 km2
1012428,DR,green,Russia,2018-06-21T00:00:00,2018-10-10T08:17:00,,,,,,,111.0,,,150479.0,1.0,1.0,Minor impact for agricultural drought in 150479 km2
1012448,DR,green,"Cameroon, Equatorial Guinea",2018-07-21T00:00:00,2018-10-10T08:17:00,,,,,,,81.0,,,38879.0,2.0,1.0,Minor impact for agricultural drought in 38879 km2
1012255,DR,green,"The Gambia, Guinea, Guinea-Bissau, Senegal",2018-05-21T00:00:00,2018-10-10T08:17:00,,,,,,,142.0,,,59944.0,4.0,1.0,Minor impact for agricultural drought in 59944 km2
1012219,DR,green,South Africa,2018-04-21T00:00:00,2018-10-10T08:17:00,,,,,,,172.0,,,52380.0,1.0,1.0,Minor impact for agricultural drought in 52380 km2
1012244,DR,green,Brazil,2018-05-11T00:00:00,2018-10-10T08:17:00,,,,,,,152.0,,,220613.0,1.0,1.0,Minor impact for agricultural drought in 220613 km2
1012345,DR,green,"Congo, DRC",2018-06-21T00:00:00,2018-10-10T08:17:00,,,,,,,111.0,,,86129.0,0.0,1.0,Minor impact for agricultural drought in 86129 km2
1012174,DR,green,Brazil,2017-12-21T00:00:00,2018-09-06T09:57:00,,,,,,,259.0,,,87604.0,1.0,1.0,Minor impact for agricultural drought in 87604 km2
1012172,DR,green,Uzbekistan,2017-11-21T00:00:00,2018-09-06T09:57:00,,,,,,,289.0,,,18686.0,1.0,1.0,Minor impact for agricultural drought in 18686 km2
1012212,DR,green,Indonesia,2018-04-21T00:00:00,2018-08-29T15:17:00,,,,,,,130.0,,,78469.0,1.0,1.0,Minor impact for agricultural drought in 78469 km2
1012333,DR,green,United States,2018-05-21T00:00:00,2018-08-20T10:37:15,,,,,,,91.0,,,41910.0,1.0,1.0,Minor impact for agricultural drought in 41910 km2
1016449,DR,orange,"Bolivia, Brazil, Peru, Paraguay",2022-09-21T00:00:00,2026-04-05T00:00:00,,,,,,,1292.0,,,993530.0,4.0,2.0,Medium impact for agricultural drought in 993530 km2
1017863,DR,orange,"Ethiopia, Kenya, Somalia",2025-04-21T00:00:00,2026-04-05T00:00:00,,,,,,,349.0,,,255174.0,3.0,2.0,Medium impact for agricultural drought in 255174 km2
1018327,DR,orange,"Argentina, Uruguay",2025-11-21T00:00:00,2026-04-05T00:00:00,,,,,,,135.0,,,488603.0,2.0,2.0,Medium impact for agricultural drought in 488603 km2
1018344,DR,orange,"Angola, Democratic Republic of Congo, Zambia",2025-06-21T00:00:00,2026-04-05T00:00:00,,,,,,,288.0,,,818099.0,3.0,2.0,Medium impact for agricultural drought in 818099 km2
1016612,DR,orange,"Bolivia, Brazil, Peru, Paraguay",2023-08-21T00:00:00,2023-11-30T00:00:00,,,,,,,101.0,,,319815.0,4.0,2.0,Medium impact for agricultural drought in 319815 km2
1014881,DR,orange,"Kazakhstan, Russia, Uzbekistan",2021-04-21T00:00:00,2021-07-17T00:00:00,,,,,,,87.0,,,979473.0,3.0,2.0,Medium impact for agricultural drought in 979473 km2
1014149,DR,orange,Mexico,2020-05-21T00:00:00,2021-05-20T00:00:00,,,,,,,364.0,,,22868.0,1.0,2.0,Medium impact for agricultural drought in 22868 km2
1014139,DR,orange,"Mexico, United States",2020-05-21T00:00:00,2021-01-30T00:00:00,,,,,,,254.0,,,170725.0,2.0,2.0,Medium impact for agricultural drought in 170725 km2
1013282,DR,orange,Argentina,2019-06-21T00:00:00,2020-12-30T00:00:00,,,,,,,558.0,,,84846.0,1.0,2.0,Medium impact for agricultural drought in 84846 km2
1014182,DR,orange,"Mexico, United States",2020-06-01T00:00:00,2020-10-11T12:47:00,,,,,,,132.0,,,409779.0,2.0,2.0,Medium impact for agricultural drought in 409779 km2
1014000,DR,orange,"Lesotho, South Africa",2020-03-21T00:00:00,2020-10-05T09:27:00,,,,,,,198.0,,,146335.0,2.0,2.0,Medium impact for agricultural drought in 146335 km2
1012926,DR,orange,"Bolivia, Brazil",2018-12-21T00:00:00,2020-08-10T15:27:00,,,,,,,598.0,,,133215.0,2.0,2.0,Medium impact for agricultural drought in 133215 km2
1014018,DR,orange,"Dominican Republic, Haiti",2020-02-21T00:00:00,2020-07-15T13:57:00,,,,,,,145.0,,,41438.0,2.0,2.0,Medium impact for agricultural drought in 41438 km2
1013930,DR,orange,Madagascar,2020-02-21T00:00:00,2020-06-22T10:57:00,,,,,,,122.0,,,142895.0,1.0,2.0,Medium impact for agricultural drought in 142895 km2
1014012,DR,orange,Mozambique,2020-02-21T00:00:00,2020-04-23T10:47:00,,,,,,,62.0,,,42220.0,1.0,2.0,Medium impact for agricultural drought in 42220 km2
1013281,DR,orange,Australia,2019-06-21T00:00:00,2020-03-03T14:37:00,,,,,,,256.0,,,520141.0,1.0,2.0,Medium impact for agricultural drought in 520141 km2
1012649,DR,orange,"Belize, Guatemala, Honduras, Mexico, Nicaragua",2018-09-21T00:00:00,2020-03-03T14:37:00,,,,,,,529.0,,,113247.0,5.0,2.0,Medium impact for agricultural drought in 113247 km2
1013258,DR,orange,China,2019-05-21T00:00:00,2019-12-26T11:17:00,,,,,,,219.0,,,520578.0,1.0,2.0,Medium impact for agricultural drought in 520578 km2
1013395,DR,orange,"Indonesia, Malaysia",2019-06-21T00:00:00,2019-12-01T13:51:00,,,,,,,163.0,,,226191.0,2.0,2.0,Medium impact for agricultural drought in 226191 km2
1013221,DR,orange,"Mauritania, Senegal",2019-06-21T00:00:00,2019-09-25T16:17:00,,,,,,,96.0,,,58758.0,2.0,2.0,Medium impact for agricultural drought in 58758 km2
1013394,DR,orange,"Botswana, Lesotho, Mozambique, Swaziland, South Africa",2019-05-21T00:00:00,2019-09-08T10:47:00,,,,,,,110.0,,,276650.0,4.0,2.0,Medium impact for agricultural drought in 276650 km2
1013042,DR,orange,Philippines,2018-10-21T00:00:00,2019-07-23T08:27:00,,,,,,,275.0,,,31951.0,1.0,2.0,Medium impact for agricultural drought in 31951 km2
1013210,DR,orange,Indonesia,2019-04-21T00:00:00,2019-07-02T09:17:00,,,,,,,72.0,,,10295.0,1.0,2.0,Medium impact for agricultural drought in 10295 km2
1012765,DR,orange,"Dominican Republic, Haiti",2018-11-21T00:00:00,2019-04-05T09:27:00,,,,,,,135.0,,,48483.0,2.0,2.0,Medium impact for agricultural drought in 48483 km2
1012810,DR,orange,"Afghanistan, Iran, Pakistan",2018-11-21T00:00:00,2019-02-16T15:47:00,,,,,,,87.0,,,116622.0,2.0,2.0,Medium impact for agricultural drought in 116622 km2
1012802,DR,orange,Peru,2018-11-21T00:00:00,2019-02-16T15:47:00,,,,,,,87.0,,,71910.0,1.0,2.0,Medium impact for agricultural drought in 71910 km2
1012538,DR,orange,"China, India, Myanmar, Nepal",2018-06-21T00:00:00,2019-02-16T15:47:00,,,,,,,240.0,,,106336.0,4.0,2.0,Medium impact for agricultural drought in 106336 km2
1012578,DR,orange,"Cambodia, Laos, Thailand, Vietnam",2018-08-21T00:00:00,2019-01-26T17:07:00,,,,,,,158.0,,,178155.0,4.0,2.0,Medium impact for agricultural drought in 178155 km2
1012703,DR,orange,"Congo, DRC, Central African Republic, Kenya, South Sudan, Uganda",2018-10-21T00:00:00,2018-12-30T14:05:00,,,,,,,70.0,,,331753.0,4.0,2.0,Medium impact for agricultural drought in 331753 km2
1012498,DR,orange,"India, Pakistan",2018-07-21T00:00:00,2018-12-30T14:05:00,,,,,,,162.0,,,113171.0,2.0,2.0,Medium impact for agricultural drought in 113171 km2
1012191,DR,orange,Australia,2018-02-21T00:00:00,2018-11-24T16:27:00,,,,,,,276.0,,,142608.0,1.0,2.0,Medium impact for agricultural drought in 142608 km2
1012597,DR,orange,"Guatemala, Mexico",2018-09-11T00:00:00,2018-11-10T08:57:00,,,,,,,60.0,,,58878.0,2.0,2.0,Medium impact for agricultural drought in 58878 km2
1012536,DR,orange,"Afghanistan, Pakistan, Tajikistan",2018-08-21T00:00:00,2018-10-12T12:27:00,,,,,,,52.0,,,39891.0,3.0,2.0,Medium impact for agricultural drought in 39891 km2
1012304,DR,orange,Madagascar,2018-03-21T00:00:00,2018-09-13T13:57:00,,,,,,,176.0,,,68692.0,1.0,2.0,Medium impact for agricultural drought in 68692 km2
1012471,DR,orange,"Guatemala, Mexico",2018-07-21T00:00:00,2018-09-06T09:57:00,,,,,,,47.0,,,35561.0,2.0,2.0,Medium impact for agricultural drought in 35561 km2
1012475,DR,orange,"Belize, Guatemala, Mexico",2018-07-21T00:00:00,2018-08-29T15:17:00,,,,,,,39.0,,,113927.0,3.0,2.0,Medium impact for agricultural drought in 113927 km2
1012728,DR,red,"Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe",2018-10-21T00:00:00,2020-03-24T16:37:00,,,,,,,520.0,,,150282.0,6.0,3.0,Severe impact for agricultural drought in 150282 km2
1012873,DR,red,"India, Sri Lanka",2018-12-21T00:00:00,2019-08-26T13:37:00,,,,,,,248.0,,,85408.0,2.0,3.0,Severe impact for agricultural drought in 85408 km2
1013327,DR,red,"Botswana, Mozambique, South Africa, Zimbabwe",2019-03-21T00:00:00,2019-08-01T10:47:00,,,,,,,133.0,,,102368.0,4.0,3.0,Severe impact for agricultural drought in 102368 km2
1013021,DR,red,Kenya,2019-02-21T00:00:00,2019-07-16T15:27:00,,,,,,,145.0,,,49202.0,1.0,3.0,Severe impact for agricultural drought in 49202 km2
1013088,DR,red,India,2019-02-21T00:00:00,2019-07-02T09:17:00,,,,,,,131.0,,,139078.0,1.0,3.0,Severe impact for agricultural drought in 139078 km2
1012558,DR,red,"Afghanistan, Iran, Pakistan, Tajikistan",2018-08-21T00:00:00,2018-10-10T08:17:00,,,,,,,50.0,,,113210.0,3.0,3.0,Severe impact for agricultural drought in 113210 km2
1001268,TC,orange,"Solomon Islands, Papua New Guinea",2026-04-04T00:00:00,2026-04-06T00:00:00,,,,185.184,0.478783,146663.0,,,,,,,
1001269,TC,green,Fiji,2026-04-05T00:00:00,2026-04-06T00:00:00,,,,194.4432,0.834423,287804.0,,,,,,,
1001267,TC,green,,2026-04-01T18:00:00,2026-04-05T12:00:00,,,,147.776832,2.040174,,,,,,,,
1001265,TC,green,"Australia, Papua New Guinea",2026-03-17T00:00:00,2026-03-28T00:00:00,,,,231.48,3.687483,17061.0,,,,,,,
1001266,TC,green,New Caledonia,2026-03-23T00:00:00,2026-03-24T00:00:00,,,,83.3328,0.77007,14521.0,,,,,,,
1001264,TC,green,,2026-03-14T00:00:00,2026-03-14T00:00:00,,,,73.888416,0.674315,,,,,,,,
1001263,TC,green,,2026-03-11T00:00:00,2026-03-12T00:00:00,,,,55.5552,0.738204,,,,,,,,
1001262,TC,green,,2026-03-06T00:00:00,2026-03-08T00:00:00,,,,64.8144,4.951954,,,,,,,,
1001261,TC,green,,2026-03-04T06:00:00,2026-03-05T12:00:00,,,,74.0736,0.744121,,,,,,,,
1001260,TC,green,,2026-03-04T00:00:00,2026-03-05T00:00:00,,,,64.8144,0.775331,,,,,,,,
1001259,TC,green,Vanuatu,2026-02-26T18:00:00,2026-03-01T06:00:00,,,,120.3696,0.749155,168006.0,,,,,,,
1001258,TC,green,,2026-02-18T18:00:00,2026-02-25T12:00:00,,,,242.776224,0.333976,,,,,,,,
1001256,TC,red,"Madagascar, Mozambique",2026-02-06T00:00:00,2026-02-18T12:00:00,,,,211.10976,1.116811,1528757.0,,,,,,,
1001257,TC,green,Australia,2026-02-06T00:00:00,2026-02-09T12:00:00,,,,148.1472,1.797997,6555.0,,,,,,,
1001255,TC,green,Philippines,2026-02-04T00:00:00,2026-02-06T12:00:00,,,,74.0736,0.823682,4055325.0,,,,,,,
1001254,TC,orange,Madagascar,2026-01-29T12:00:00,2026-02-04T06:00:00,,,,179.443296,1.539512,223214.0,,,,,,,
1001253,TC,green,,2026-01-28T06:00:00,2026-01-29T18:00:00,,,,101.8512,0.87597,3.0,,,,,,,
1001252,TC,green,Australia,2026-01-23T00:00:00,2026-01-24T12:00:00,,,,101.8512,2.161735,24726.0,,,,,,,
1001251,TC,green,New Caledonia,2026-01-21T00:00:00,2026-01-23T00:00:00,,,,74.0736,1.058247,270974.0,,,,,,,
1001248,TC,green,Mauritius,2026-01-10T12:00:00,2026-01-21T18:00:00,,,,232.220736,2.862129,41827.0,,,,,,,
1001250,TC,green,Madagascar,2026-01-20T00:00:00,2026-01-21T12:00:00,,,,94.999392,0.680442,1846482.0,,,,,,,
1001249,TC,green,Philippines,2026-01-14T12:00:00,2026-01-20T18:00:00,,,,92.592,1.017261,12743777.0,,,,,,,
1001247,TC,green,Australia,2026-01-10T06:00:00,2026-01-11T00:00:00,,,,83.3328,1.216335,752330.0,,,,,,,
1001243,TC,green,Cocos (Keeling) Islands,2025-12-18T12:00:00,2026-01-03T00:00:00,,,,222.2208,0.739296,520.0,,,,,,,
1001245,TC,green,Christmas Island,2025-12-31T18:00:00,2026-01-02T18:00:00,,,,83.3328,0.481966,3582.0,,,,,,,
1001244,TC,green,Australia,2025-12-28T06:00:00,2025-12-30T18:00:00,,,,166.6656,1.286347,859.0,,,,,,,
1001241,TC,green,,2025-12-11T18:00:00,2025-12-17T18:00:00,,,,129.6288,0.540661,,,,,,,,
1001242,TC,green,,2025-12-14T12:00:00,2025-12-16T06:00:00,,,,74.0736,0.302935,1292.0,,,,,,,
1001240,TC,green,,2025-12-05T00:00:00,2025-12-06T00:00:00,,,,74.0736,0.30305,3548.0,,,,,,,
1001236,TC,green,"Viet Nam, Philippines",2025-11-24T18:00:00,2025-12-02T00:00:00,,,,148.1472,0.91732,2723165.0,,,,,,,
1001239,TC,green,,2025-11-28T18:00:00,2025-11-30T00:00:00,,,,55.5552,0.425877,,,,,,,,
1001238,TC,orange,"Sri Lanka, India",2025-11-27T00:00:00,2025-11-29T18:00:00,,,,64.8144,0.836381,36226767.0,,,,,,,
1001237,TC,green,"Indonesia, Malaysia",2025-11-25T12:00:00,2025-11-27T00:00:00,,,,83.3328,0.797663,8994555.0,,,,,,,
1001235,TC,green,Australia,2025-11-18T06:00:00,2025-11-24T18:00:00,,,,203.7024,1.108257,172.0,,,,,,,
1001234,TC,red,"Philippines, China, Japan",2025-11-04T06:00:00,2025-11-13T12:00:00,,,,212.9616,1.256045,20965884.0,,,,,,,
1001233,TC,red,"Viet Nam, Cambodia, Philippines, Laos",2025-11-01T06:00:00,2025-11-06T12:00:00,,,,212.9616,1.210087,14078902.0,,,,,,,
1001230,TC,red,"Jamaica, Cuba, Bahamas, Bermuda, Haiti, Canada",2025-10-21T15:00:00,2025-10-31T15:00:00,,,,296.2944,1.137102,2829097.0,,,,,,,
1001231,TC,green,,2025-10-24T21:00:00,2025-10-29T09:00:00,,,,83.3328,1.441134,,,,,,,,
1001232,TC,orange,India,2025-10-26T12:00:00,2025-10-29T00:00:00,,,,83.3328,0.561124,44507826.0,,,,,,,
1001228,TC,green,British Indian Ocean Territory,2025-10-18T06:00:00,2025-10-25T18:00:00,,,,105.55488,0.849703,269.0,,,,,,,
1001229,TC,orange,"Viet Nam, China, Cambodia, Philippines, Laos, Thailand",2025-10-18T00:00:00,2025-10-23T00:00:00,,,,92.592,1.320327,101418039.0,,,,,,,
1001227,TC,green,,2025-10-13T09:00:00,2025-10-15T21:00:00,,,,92.592,1.176358,,,,,,,,
1001224,TC,green,Japan,2025-10-08T06:00:00,2025-10-14T12:00:00,,,,138.888,1.076356,13417.0,,,,,,,
1001225,TC,green,Mexico,2025-10-09T15:00:00,2025-10-12T03:00:00,,,,92.592,0.453454,527779.0,,,,,,,
1001223,TC,green,"Antigua and Barbuda, Montserrat, Anguilla, Virgin Islands  British, Virgin Islands  U.S., Saint Kitts and Nevis, Guadeloupe, Dominica, Martinique",2025-10-07T15:00:00,2025-10-11T21:00:00,,,,101.8512,1.17782,1220548.0,,,,,,,
1001222,TC,green,Mexico,2025-10-04T21:00:00,2025-10-10T21:00:00,,,,175.9248,0.661209,283443.0,,,,,,,
1001226,TC,green,,2025-10-10T03:00:00,2025-10-10T21:00:00,,,,74.0736,,,,,,,,,
1001221,TC,green,Japan,2025-10-04T12:00:00,2025-10-09T18:00:00,,,,222.2208,1.166692,9875.0,,,,,,,
1001217,TC,green,,2025-09-30T09:00:00,2025-10-09T15:00:00,,,,138.888,0.578995,,,,,,,,
1001220,TC,green,,2025-10-03T00:00:00,2025-10-06T12:00:00,,,,138.888,0.491809,,,,,,,,
1001219,TC,red,"China, Viet Nam, Philippines",2025-10-01T06:00:00,2025-10-05T18:00:00,,,,166.6656,3.027059,19987960.0,,,,,,,
1001216,TC,green,"Bermuda, Bahamas, Cuba",2025-09-26T21:00:00,2025-10-02T15:00:00,,,,157.4064,1.364381,63777.0,,,,,,,
1001218,TC,orange,India,2025-10-01T06:00:00,2025-10-02T12:00:00,,,,64.8144,0.85323,62407580.0,,,,,,,
1001215,TC,green,Bermuda,2025-09-24T21:00:00,2025-10-01T15:00:00,,,,259.2576,1.552559,,,,,,,,
1001213,TC,green,,2025-09-21T21:00:00,2025-09-29T03:00:00,,,,166.6656,0.512092,,,,,,,,
1001212,TC,green,,2025-09-18T12:00:00,2025-09-29T00:00:00,,,,231.48,1.195566,,,,,,,,
1001214,TC,red,"Viet Nam, Philippines, Laos",2025-09-23T12:00:00,2025-09-28T18:00:00,,,,148.1472,2.690239,6875809.0,,,,,,,
1001210,TC,green,"Portugal, Spain",2025-09-17T09:00:00,2025-09-26T15:00:00,,,,222.2208,2.355718,9207044.0,,,,,,,
1001211,TC,red,"Philippines, China",2025-09-18T12:00:00,2025-09-24T12:00:00,,,,268.5168,2.75192,47173801.0,,,,,,,
1001209,TC,green,"Philippines, China",2025-09-16T06:00:00,2025-09-19T06:00:00,,,,83.3328,0.752593,62434603.0,,,,,,,
1001208,TC,green,Mexico,2025-09-11T21:00:00,2025-09-17T03:00:00,,,,101.8512,0.408123,,,,,,,,
1001207,TC,green,,2025-09-09T06:00:00,2025-09-11T12:00:00,,,,73.888416,0.362205,,,,,,,,
1001203,TC,green,United States,2025-08-31T09:00:00,2025-09-10T15:00:00,,,,231.48,0.410594,904745.0,,,,,,,
1001206,TC,orange,China,2025-09-06T06:00:00,2025-09-08T00:00:00,,,,120.3696,1.765114,9711211.0,,,,,,,
1001205,TC,green,Japan,2025-09-03T12:00:00,2025-09-05T12:00:00,,,,101.8512,0.677767,97639557.0,,,,,,,
1001204,TC,green,,2025-09-02T03:00:00,2025-09-05T09:00:00,,,,138.888,0.458663,,,,,,,,
1001202,TC,green,"Viet Nam, China, Laos, Thailand",2025-08-28T06:00:00,2025-08-30T12:00:00,,,,74.0736,0.901644,6590440.0,,,,,,,
1001200,TC,green,,2025-08-23T21:00:00,2025-08-28T09:00:00,,,,92.592,1.664281,,,,,,,,
1001201,TC,green,,2025-08-24T21:00:00,2025-08-28T09:00:00,,,,111.1104,0.6241,,,,,,,,
1001199,TC,red,"China, Viet Nam, Laos",2025-08-22T12:00:00,2025-08-25T12:00:00,,,,175.9248,2.755287,4480881.0,,,,,,,
1001196,TC,green,"Puerto Rico, Dominican Republic, Turks and Caicos Islands, Virgin Islands  British, United States, Bahamas, Canada, Saint Pierre and Miquelon, Bermuda, Anguilla, Virgin Islands  U.S., Iceland, Ireland, United Kingdom, Faroe Islands",2025-08-11T15:00:00,2025-08-22T21:00:00,,,,259.2576,3.408245,20818559.0,,,,,,,
