eventid,eventtype,alertlevel,country,fromdate,todate,magnitude,depth,rapidpopdescription,maximum_wind_speed_kmh,maximum_storm_surge_m,exposed_population,duration_days,burned_area_ha,people_affected,affected_area_km2,affected_country_count,severity_level,severity_text
1001198,TC,green,Japan,2025-08-19T06:00:00,2025-08-22T00:00:00,,,,83.3328,0.686948,2632165.0,,,,,,,
1001197,TC,green,Viet Nam,2025-08-18T06:00:00,2025-08-18T18:00:00,,,,55.5552,1.014284,,,,,,,,
1001194,TC,orange,"Taiwan, China",2025-08-07T00:00:00,2025-08-13T18:00:00,,,,166.6656,1.330272,8519268.0,,,,,,,
1001191,TC,green,,2025-08-04T09:00:00,2025-08-13T09:00:00,,,,138.888,2.213276,,,,,,,,
1001193,TC,green,,2025-08-06T21:00:00,2025-08-11T15:00:00,,,,101.8512,0.624667,,,,,,,,
1001195,TC,green,,2025-08-07T00:00:00,2025-08-08T06:00:00,,,,73.888416,0.6148,,,,,,,,
1001189,TC,green,,2025-08-04T03:00:00,2025-08-07T15:00:00,,,,111.1104,3.309422,,,,,,,,
1001192,TC,green,,2025-08-06T00:00:00,2025-08-07T00:00:00,,,,46.296,2.925702,,,,,,,,
1001188,TC,green,Japan,2025-08-02T00:00:00,2025-08-06T00:00:00,,,,64.8144,1.662043,409163.0,,,,,,,
1001190,TC,green,,2025-08-04T00:00:00,2025-08-04T12:00:00,,,,46.296,2.166807,,,,,,,,
1001184,TC,green,"Japan, Northern Mariana Islands",2025-07-23T18:00:00,2025-08-03T18:00:00,,,,148.1472,1.183132,9788850.0,,,,,,,
1001187,TC,green,,2025-07-31T09:00:00,2025-08-03T15:00:00,,,,120.3696,0.856136,,,,,,,,
1001185,TC,green,,2025-07-27T09:00:00,2025-08-02T03:00:00,,,,203.7024,-1.0,,,,,,,,
1001186,TC,green,,2025-07-28T15:00:00,2025-07-30T21:00:00,,,,64.8144,,,,,,,,,
1001183,TC,orange,"Philippines, Japan, China",2025-07-23T00:00:00,2025-07-30T12:00:00,,,,129.6288,1.946193,591916.0,,,,,,,
1001182,TC,green,"Japan, China, Taiwan",2025-07-22T06:00:00,2025-07-25T12:00:00,,,,74.0736,1.228029,1591979.0,,,,,,,
1001181,TC,orange,"China, Viet Nam, Philippines",2025-07-18T12:00:00,2025-07-22T06:00:00,,,,120.3696,1.277131,5426212.0,,,,,,,
1001180,TC,green,,2025-07-17T06:00:00,2025-07-18T12:00:00,,,,63.332928,0.525346,,,,,,,,
1001179,TC,green,Japan,2025-07-15T00:00:00,2025-07-15T18:00:00,,,,74.0736,1.179046,49461193.0,,,,,,,
1001177,TC,green,"Japan, Russian Federation",2025-07-11T00:00:00,2025-07-14T18:00:00,,,,92.592,0.950237,74287132.0,,,,,,,
1001178,TC,green,Japan,2025-07-12T18:00:00,2025-07-14T00:00:00,,,,55.5552,0.588599,,,,,,,,
1001175,TC,green,"Taiwan, China",2025-07-04T00:00:00,2025-07-08T18:00:00,,,,166.6656,0.809006,11397599.0,,,,,,,
1001174,TC,green,,2025-07-01T18:00:00,2025-07-08T00:00:00,,,,111.1104,1.049186,,,,,,,,
1001176,TC,green,United States,2025-07-04T21:00:00,2025-07-06T15:00:00,,,,83.3328,0.720424,4524089.0,,,,,,,
1001173,TC,green,Mexico,2025-06-29T09:00:00,2025-07-03T21:00:00,,,,185.184,0.528114,,,,,,,,
1001172,TC,green,Mexico,2025-06-28T21:00:00,2025-06-30T09:00:00,,,,74.0736,0.740426,1353262.0,,,,,,,
1001171,TC,green,China,2025-06-25T06:00:00,2025-06-26T06:00:00,,,,46.296,0.420646,,,,,,,,
1001169,TC,green,Japan,2025-06-22T12:00:00,2025-06-26T06:00:00,,,,74.0736,0.937736,986.0,,,,,,,
1001170,TC,green,,2025-06-24T15:00:00,2025-06-25T03:00:00,,,,64.8144,1.038673,,,,,,,,
1001168,TC,red,Mexico,2025-06-16T21:00:00,2025-06-20T03:00:00,,,,231.48,0.417816,587957.0,,,,,,,
1001167,TC,green,Mexico,2025-06-12T21:00:00,2025-06-16T03:00:00,,,,101.8512,0.477692,6796359.0,,,,,,,
1001166,TC,orange,"China, Viet Nam",2025-06-10T12:00:00,2025-06-14T06:00:00,,,,120.3696,1.269704,968338.0,,,,,,,
1001165,TC,green,,2025-06-08T15:00:00,2025-06-11T15:00:00,,,,111.1104,0.600109,,,,,,,,
1001164,TC,green,,2025-06-08T09:00:00,2025-06-11T03:00:00,,,,120.3696,0.3554,,,,,,,,
1001163,TC,green,Mexico,2025-05-28T21:00:00,2025-05-31T15:00:00,,,,92.592,0.397737,,,,,,,,
1001162,TC,green,Indonesia,2025-05-11T06:00:00,2025-05-12T00:00:00,,,,64.8144,4.389353,3716.0,,,,,,,
1001160,TC,green,"Australia, Indonesia",2025-04-18T06:00:00,2025-04-22T12:00:00,,,,64.8144,0.450659,78967.0,,,,,,,
1001161,TC,green,,2025-04-17T00:00:00,2025-04-21T00:00:00,,,,116.110368,0.655315,,,,,,,,
1001158,TC,green,Australia,2025-04-11T18:00:00,2025-04-18T12:00:00,,,,259.2576,0.791829,1386.0,,,,,,,
1001159,TC,green,"Vanuatu, New Caledonia, Norfolk Island",2025-04-14T06:00:00,2025-04-15T12:00:00,,,,101.8512,0.642208,324129.0,,,,,,,
1001156,TC,green,,2025-03-24T12:00:00,2025-04-01T06:00:00,,,,231.48,0.949273,,,,,,,,
1001157,TC,green,Australia,2025-03-28T00:00:00,2025-03-28T18:00:00,,,,83.3328,0.594532,7301.0,,,,,,,
1001155,TC,green,Cocos (Keeling) Islands,2025-03-18T18:00:00,2025-03-20T18:00:00,,,,83.3328,0.450599,545.0,,,,,,,
1001154,TC,red,"Mozambique, Madagascar",2025-03-08T18:00:00,2025-03-16T00:00:00,,,,147.776832,0.79153,2005846.0,,,,,,,
1001153,TC,green,,2025-03-08T06:00:00,2025-03-11T18:00:00,,,,105.55488,1.256065,,,,,,,,
1001147,TC,green,Australia,2025-02-22T06:00:00,2025-03-08T00:00:00,,,,212.9616,3.615784,4726999.0,,,,,,,
1001152,TC,orange,Madagascar,2025-02-25T18:00:00,2025-03-05T06:00:00,,,,137.221344,1.144543,234022.0,,,,,,,
1001151,TC,red,La Reunion,2025-02-25T00:00:00,2025-03-02T00:00:00,,,,200.554272,1.985941,957821.0,,,,,,,
1001150,TC,green,"Vanuatu, New Caledonia",2025-02-24T18:00:00,2025-02-28T00:00:00,,,,120.3696,1.029445,132144.0,,,,,,,
1001149,TC,green,,2025-02-23T06:00:00,2025-02-26T18:00:00,,,,185.184,0.674477,,,,,,,,
1001148,TC,green,"Fiji, Wallis and Futuna",2025-02-22T12:00:00,2025-02-25T18:00:00,,,,166.6656,1.201475,1557.0,,,,,,,
1001141,TC,green,,2025-02-02T00:00:00,2025-02-18T18:00:00,,,,157.4064,2.075582,,,,,,,,
1001145,TC,green,Australia,2025-02-11T06:00:00,2025-02-14T06:00:00,,,,240.7392,1.937366,26162.0,,,,,,,
1001143,TC,green,Cocos (Keeling) Islands,2025-02-01T06:00:00,2025-02-12T06:00:00,,,,253.331712,1.813731,,,,,,,,
1001144,TC,green,New Caledonia,2025-02-11T00:00:00,2025-02-12T00:00:00,,,,74.0736,3.086771,273075.0,,,,,,,
1001142,TC,green,"Vanuatu, New Caledonia",2025-02-02T12:00:00,2025-02-05T00:00:00,,,,83.3328,1.131159,322691.0,,,,,,,
1001138,TC,green,"Madagascar, Mozambique, Zimbabwe",2025-01-30T00:00:00,2025-02-03T18:00:00,,,,94.999392,0.496415,9323336.0,,,,,,,
1001139,TC,green,"Madagascar, French Southern Territories",2025-01-28T12:00:00,2025-01-31T06:00:00,,,,94.999392,1.363953,394319.0,,,,,,,
1001137,TC,green,Australia,2025-01-18T00:00:00,2025-01-23T06:00:00,,,,212.9616,1.176035,42407.0,,,,,,,
1001135,TC,orange,"Madagascar, Mozambique, Comoros",2025-01-08T00:00:00,2025-01-17T12:00:00,,,,200.554272,0.910643,713408.0,,,,,,,
1001136,TC,green,Cook Islands,2025-01-11T00:00:00,2025-01-12T00:00:00,,,,74.0736,0.742708,10985.0,,,,,,,
1001134,TC,green,Fiji,2024-12-29T06:00:00,2024-12-30T00:00:00,,,,92.592,0.620936,383766.0,,,,,,,
1001133,TC,green,Cocos (Keeling) Islands,2024-12-27T00:00:00,2024-12-28T06:00:00,,,,64.8144,0.621484,545.0,,,,,,,
1001132,TC,green,,2024-12-22T12:00:00,2024-12-25T06:00:00,,,,55.5552,0.62949,,,,,,,,
1001131,TC,red,"Mozambique, Miscellaneous (French) Indian Ocean Islands, Madagascar, Comoros, Mayotte",2024-12-09T18:00:00,2024-12-16T12:00:00,,,,242.776224,0.91605,954356.0,,,,,,,
1001130,TC,orange,India,2024-11-29T18:00:00,2024-12-01T06:00:00,,,,92.592,0.370521,24405076.0,,,,,,,
1001129,TC,green,,2024-11-27T12:00:00,2024-11-29T12:00:00,,,,92.592,0.634221,,,,,,,,
1001128,TC,green,"Mauritius, Miscellaneous (French) Indian Ocean Islands",2024-11-14T00:00:00,2024-11-22T06:00:00,,,,221.665248,0.617991,2255378.0,,,,,,,
1001124,TC,red,"Philippines, China, Guam",2024-11-09T00:00:00,2024-11-19T12:00:00,,,,259.2576,1.241888,7132614.0,,,,,,,
1001127,TC,green,"Honduras, Guatemala, Nicaragua, Mexico, Belize",2024-11-13T21:00:00,2024-11-18T09:00:00,,,,83.3328,0.848811,,,,,,,,
1001126,TC,red,"Philippines, Taiwan",2024-11-11T00:00:00,2024-11-16T06:00:00,,,,240.7392,1.071616,,,,,,,,
1001125,TC,orange,"Philippines, China",2024-11-09T06:00:00,2024-11-14T00:00:00,,,,148.1472,,,,,,,,,
1001121,TC,red,"Philippines, Viet Nam",2024-11-03T06:00:00,2024-11-12T12:00:00,,,,,,,,,,,,,
1001122,TC,orange,"Cuba, Jamaica",2024-11-03T21:00:00,2024-11-10T21:00:00,,,,,,,,,,,,,
1001123,TC,green,,2024-11-06T15:00:00,2024-11-07T21:00:00,,,,,,,,,,,,,
1001120,TC,green,Portugal,2024-11-02T09:00:00,2024-11-04T15:00:00,,,,,,,,,,,,,
1001119,TC,green,,2024-11-01T21:00:00,2024-11-03T15:00:00,,,,,,,,,,,,,
1001118,TC,red,"Philippines, Taiwan, China, Japan",2024-10-25T00:00:00,2024-11-01T18:00:00,,,,,,,,,,,,,
1001115,TC,orange,"Viet Nam, China, Philippines, Cambodia, Laos, Taiwan",2024-10-20T12:00:00,2024-10-28T18:00:00,,,,,,,,,,,,,
1001116,TC,green,,2024-10-21T21:00:00,2024-10-27T15:00:00,,,,,,,,,,,,,
1001117,TC,red,India,2024-10-23T06:00:00,2024-10-25T00:00:00,,,,,,,,,,,,,
1001114,TC,orange,"Turks and Caicos Islands, Bahamas, Cuba, United States",2024-10-19T15:00:00,2024-10-22T18:00:00,,,,,,,,,,,,,
1001113,TC,orange,"Guatemala, Mexico, Belize, Honduras, Nicaragua",2024-10-18T21:00:00,2024-10-20T15:00:00,,,,,,,,,,,,,
1001110,TC,green,,2024-10-02T15:00:00,2024-10-12T15:00:00,,,,,,,,,,,,,
1001111,TC,orange,"Mexico, United States",2024-10-05T15:00:00,2024-10-10T21:00:00,,,,,,,,,,,,,
1001112,TC,green,Russian Federation,2024-10-06T06:00:00,2024-10-10T06:00:00,,,,,,,,,,,,,
1001107,TC,green,"Portugal, Spain, France, United Kingdom, Belgium, Luxembourg, Germany",2024-09-29T21:00:00,2024-10-07T15:00:00,,,,,,,,,,,,,
1001109,TC,green,Mexico,2024-10-01T21:00:00,2024-10-03T21:00:00,,,,,,,,,,,,,
1001105,TC,orange,"China, Philippines, Taiwan",2024-09-27T06:00:00,2024-10-03T18:00:00,,,,,,,,,,,,,
1001104,TC,green,"Japan, Russian Federation, United States",2024-09-26T12:00:00,2024-10-02T06:00:00,,,,,,,,,,,,,
1001108,TC,green,,2024-10-01T18:00:00,2024-10-02T00:00:00,,,,,,,,,,,,,
1001106,TC,green,,2024-09-27T15:00:00,2024-10-01T03:00:00,,,,,,,,,,,,,
1001103,TC,green,,2024-09-26T03:00:00,2024-09-30T15:00:00,,,,,,,,,,,,,
1001101,TC,red,"United States, Mexico, Belize",2024-09-23T15:00:00,2024-09-27T21:00:00,,,,,,,,,,,,,
1001100,TC,orange,Mexico,2024-09-22T21:00:00,2024-09-27T21:00:00,,,,,,,,,,,,,
1001102,TC,green,,2024-09-24T12:00:00,2024-09-27T00:00:00,,,,,,,,,,,,,
1001099,TC,green,"China, Taiwan",2024-09-20T18:00:00,2024-09-22T06:00:00,,,,,,,,,,,,,
1001097,TC,green,"Japan, China, Republic of Korea",2024-09-16T18:00:00,2024-09-21T12:00:00,,,,,,,,,,,,,
1001098,TC,green,"China, Viet Nam",2024-09-18T06:00:00,2024-09-19T06:00:00,,,,,,,,,,,,,
1001094,TC,green,,2024-09-11T15:00:00,2024-09-17T15:00:00,,,,,,,,,,,,,
1001093,TC,orange,"China, Japan, Guam, Northern Mariana Islands",2024-09-10T00:00:00,2024-09-16T00:00:00,,,,,,,,,,,,,
1001095,TC,green,Mexico,2024-09-12T15:00:00,2024-09-15T15:00:00,,,,,,,,,,,,,
1001092,TC,green,"United States, Mexico",2024-09-08T21:00:00,2024-09-12T15:00:00,,,,,,,,,,,,,
1001090,TC,red,"China, Viet Nam, Philippines",2024-09-01T12:00:00,2024-09-07T06:00:00,,,,,,,,,,,,,
1001091,TC,green,,2024-09-04T00:00:00,2024-09-06T18:00:00,,,,,,,,,,,,,
1001087,TC,green,United States,2024-08-22T15:00:00,2024-09-01T21:00:00,,,,,,,,,,,,,
1001086,TC,green,Japan,2024-08-21T12:00:00,2024-09-01T12:00:00,,,,,,,,,,,,,
1001089,TC,orange,"Pakistan, India",2024-08-30T00:00:00,2024-09-01T12:00:00,,,,,,,,,,,,,
1001084,TC,green,,2024-08-18T15:00:00,2024-08-30T03:00:00,,,,,,,,,,,,,
1001088,TC,green,,2024-08-25T21:00:00,2024-08-29T09:00:00,,,,,,,,,,,,,
1001085,TC,green,Republic of Korea,2024-08-19T00:00:00,2024-08-20T18:00:00,,,,,,,,,,,,,
1001080,TC,green,"Bermuda, Canada, Saint Pierre and Miquelon, Turks and Caicos Islands, Dominican Republic, Virgin Islands  British, Montserrat, Dominica",2024-08-11T21:00:00,2024-08-20T15:00:00,,,,,,,,,,,,,
1001082,TC,red,Japan,2024-08-12T12:00:00,2024-08-18T06:00:00,,,,,,,,,,,,,
1001083,TC,green,,2024-08-13T00:00:00,2024-08-15T00:00:00,,,,55.5552,1.067449,,,,,,,,
1001081,TC,green,,2024-08-12T06:00:00,2024-08-13T12:00:00,,,,74.0736,3.053485,,,,,,,,
1001079,TC,green,Japan,2024-08-07T00:00:00,2024-08-12T18:00:00,,,,129.6288,1.09099,8566889.0,,,,,,,
1001075,TC,green,"United States, Cuba",2024-08-02T15:00:00,2024-08-09T03:00:00,,,,129.6288,4.982189,74261.0,,,,,,,
1001077,TC,green,,2024-08-04T15:00:00,2024-08-09T03:00:00,,,,111.1104,,,,,,,,,
1001078,TC,green,,2024-08-05T15:00:00,2024-08-07T21:00:00,,,,101.8512,,,,,,,,,
1001076,TC,green,,2024-08-03T15:00:00,2024-08-06T03:00:00,,,,64.8144,0.428936,,,,,,,,
1001074,TC,green,,2024-07-31T15:00:00,2024-08-06T03:00:00,,,,148.1472,0.595348,,,,,,,,
1001073,TC,green,,2024-07-24T21:00:00,2024-07-26T21:00:00,,,,92.592,2.48861,,,,,,,,
1001072,TC,red,"Japan, Taiwan, China, Philippines",2024-07-19T18:00:00,2024-07-25T12:00:00,,,,231.48,1.130525,24673700.0,,,,,,,
1001071,TC,green,"Viet Nam, China",2024-07-19T18:00:00,2024-07-23T00:00:00,,,,111.1104,1.553056,16293792.0,,,,,,,
1001070,TC,green,Viet Nam,2024-07-14T18:00:00,2024-07-15T06:00:00,,,,46.296,1.20792,,,,,,,,
1001067,TC,red,"Haiti, Grenada, Jamaica, Trinidad and Tobago, Saint Vincent and the Grenadines, Mexico, Belize, United States",2024-06-28T21:00:00,2024-07-09T09:00:00,,,,268.5168,2.0127,9023979.0,,,,,,,
1001069,TC,green,Mexico,2024-07-04T15:00:00,2024-07-06T03:00:00,,,,64.8144,1.531309,,,,,,,,
1001068,TC,green,Mexico,2024-06-30T21:00:00,2024-07-01T15:00:00,,,,64.8144,0.403299,6964579.0,,,,,,,
1001066,TC,orange,"Guatemala, Mexico, United States, Belize",2024-06-17T21:00:00,2024-06-20T21:00:00,,,,83.3328,3.629986,98553529.0,,,,,,,
1001065,TC,green,China,2024-05-31T00:00:00,2024-05-31T18:00:00,,,,55.5552,0.520138,,,,,,,,
1001063,TC,green,"Philippines, Japan",2024-05-24T18:00:00,2024-05-31T00:00:00,,,,175.9248,3.353069,30842.0,,,,,,,
1001064,TC,orange,"Bangladesh, India, Bhutan",2024-05-25T12:00:00,2024-05-26T18:00:00,,,,101.8512,2.634697,296531870.0,,,,,,,
1001061,TC,green,"Somalia, Kenya, Tanzania",2024-05-16T12:00:00,2024-05-22T06:00:00,,,,137.221344,0.448469,241891.0,,,,,,,
1001060,TC,orange,"Tanzania, Seychelles, Comoros",2024-05-01T00:00:00,2024-05-04T12:00:00,,,,147.776832,0.457997,12687792.0,,,,,,,
1001059,TC,green,,2024-04-10T18:00:00,2024-04-12T00:00:00,,,,92.592,0.329475,,,,,,,,
1001058,TC,green,Australia,2024-04-05T18:00:00,2024-04-10T18:00:00,,,,222.2208,0.794896,28384.0,,,,,,,
1001057,TC,orange,Madagascar,2024-03-25T18:00:00,2024-03-28T00:00:00,,,,168.887808,1.007252,560622.0,,,,,,,
1001055,TC,green,Christmas Island,2024-03-11T06:00:00,2024-03-24T12:00:00,,,,212.9616,1.000145,3049.0,,,,,,,
1001056,TC,green,Australia,2024-03-15T12:00:00,2024-03-18T06:00:00,,,,175.9248,1.285054,1480.0,,,,,,,
1001053,TC,orange,"Mozambique, South Africa, Eswatini, Zimbabwe, Malawi",2024-03-03T06:00:00,2024-03-14T12:00:00,,,,158.33232,4.954829,33522821.0,,,,,,,
1001050,TC,green,Australia,2024-02-15T18:00:00,2024-02-24T06:00:00,,,,74.0736,1.289948,3912.0,,,,,,,
1001052,TC,green,"Miscellaneous (French) Indian Ocean Islands, Mauritius",2024-02-19T00:00:00,2024-02-23T18:00:00,,,,116.110368,0.739976,2213257.0,,,,,,,
1001049,TC,green,,2024-02-15T12:00:00,2024-02-19T12:00:00,,,,242.776224,0.824771,,,,,,,,
1001051,TC,green,Cook Islands,2024-02-15T18:00:00,2024-02-17T00:00:00,,,,83.3328,-1.0,16566.0,,,,,,,
1001048,TC,green,Vanuatu,2024-02-08T00:00:00,2024-02-11T06:00:00,,,,74.0736,0.355665,231069.0,,,,,,,
1001047,TC,green,Cook Islands,2024-02-06T18:00:00,2024-02-08T12:00:00,,,,92.592,0.624428,1226.0,,,,,,,
1001046,TC,green,,2024-02-05T12:00:00,2024-02-08T06:00:00,,,,83.3328,-1.0,19.0,,,,,,,
1001045,TC,green,,2024-01-30T18:00:00,2024-02-02T06:00:00,,,,94.999392,1.825494,,,,,,,,
1001043,TC,green,Australia,2024-01-23T00:00:00,2024-02-02T06:00:00,,,,101.8512,1.386908,619752.0,,,,,,,
1001042,TC,green,,2024-01-15T06:00:00,2024-01-31T06:00:00,,,,212.9616,0.71341,,,,,,,,
1001044,TC,green,"Miscellaneous (French) Indian Ocean Islands, Mauritius",2024-01-24T06:00:00,2024-01-27T06:00:00,,,,105.55488,1.283843,2255378.0,,,,,,,
1001041,TC,orange,"Miscellaneous (French) Indian Ocean Islands, Mauritius, Madagascar",2024-01-12T16:00:00,2024-01-19T04:00:00,,,,158.33232,0.705343,957821.0,,,,,,,
1001040,TC,green,Madagascar,2023-12-31T12:00:00,2024-01-04T16:00:00,,,,126.665856,0.788569,5012261.0,,,,,,,
1001039,TC,green,Philippines,2023-12-17T18:00:00,2023-12-18T12:00:00,,,,64.8144,0.542517,,,,,,,,
1001038,TC,green,"Papua New Guinea, Solomon Islands, Australia",2023-12-05T00:00:00,2023-12-13T12:00:00,,,,222.2208,2.616976,348609.0,,,,,,,
1001037,TC,orange,India,2023-12-03T00:00:00,2023-12-04T18:00:00,,,,111.1104,0.818274,37231296.0,,,,,,,
1001036,TC,green,,2023-11-23T15:00:00,2023-11-26T15:00:00,,,,74.0736,0.906868,,,,,,,,
1001034,TC,orange,"India, Bangladesh",2023-11-16T18:00:00,2023-11-17T12:00:00,,,,74.0736,0.811552,98685584.0,,,,,,,
1001033,TC,green,Fiji,2023-11-13T00:00:00,2023-11-16T00:00:00,,,,138.888,0.976751,770032.0,,,,,,,
1001032,TC,green,,2023-11-12T12:00:00,2023-11-13T18:00:00,,,,46.296,0.768493,,,,,,,,
1001031,TC,green,,2023-10-28T21:00:00,2023-11-06T03:00:00,,,,92.592,0.36358,,,,,,,,
1001025,TC,green,"Virgin Islands  British, Antigua and Barbuda, Montserrat, Guadeloupe, Bermuda, Barbados, Dominica",2023-10-18T21:00:00,2023-10-29T09:00:00,,,,166.6656,0.810094,34611.0,,,,,,,
1001027,TC,red,"Vanuatu, Solomon Islands",2023-10-21T18:00:00,2023-10-26T00:00:00,,,,222.2208,1.055643,62433.0,,,,,,,
1001028,TC,red,Mexico,2023-10-22T15:00:00,2023-10-25T21:00:00,,,,259.2576,0.501425,1409886.0,,,,,,,
1001029,TC,red,"Bangladesh, India, Myanmar",2023-10-23T06:00:00,2023-10-24T18:00:00,,,,148.1472,0.634855,3872778.0,,,,,,,
1001030,TC,green,"Nicaragua, Honduras",2023-10-23T21:00:00,2023-10-24T15:00:00,,,,46.296,0.395417,,,,,,,,
1001026,TC,green,Yemen,2023-10-20T12:00:00,2023-10-24T06:00:00,,,,203.7024,0.463234,39039.0,,,,,,,
1001024,TC,red,Mexico,2023-10-17T21:00:00,2023-10-23T15:00:00,,,,212.9616,0.626057,433362.0,,,,,,,
1001023,TC,green,China,2023-10-17T12:00:00,2023-10-20T18:00:00,,,,74.0736,0.763892,6234888.0,,,,,,,
1001022,TC,green,,2023-10-11T03:00:00,2023-10-16T03:00:00,,,,74.0736,0.982157,,,,,,,,
1001020,TC,green,"Northern Mariana Islands, Guam",2023-10-07T00:00:00,2023-10-14T00:00:00,,,,287.0352,3.280306,1344.0,,,,,,,
1001019,TC,red,Mexico,2023-10-03T09:00:00,2023-10-11T09:00:00,,,,203.7024,0.759645,842395.0,,,,,,,
1001021,TC,green,Mexico,2023-10-08T03:00:00,2023-10-10T09:00:00,,,,92.592,0.923936,626147.0,,,,,,,
1001018,TC,red,"China, Japan, Philippines",2023-09-29T12:00:00,2023-10-10T00:00:00,,,,212.9616,1.211375,3766622.0,,,,,,,
1001014,TC,green,"Bermuda, Antigua and Barbuda, Montserrat, Puerto Rico, United States, Virgin Islands  British, Virgin Islands  U.S., Anguilla, Canada, Saint Kitts and Nevis, Guadeloupe, Dominica, Martinique",2023-09-23T15:00:00,2023-10-06T15:00:00,,,,92.592,2.240153,28407100.0,,,,,,,
1001017,TC,green,,2023-09-28T15:00:00,2023-10-02T03:00:00,,,,83.3328,0.765904,,,,,,,,
1001016,TC,green,Viet Nam,2023-09-25T06:00:00,2023-09-25T18:00:00,,,,55.5552,0.571307,,,,,,,,
1001015,TC,green,,2023-09-23T21:00:00,2023-09-25T03:00:00,,,,55.5552,0.609961,,,,,,,,
1001013,TC,green,"United States, Bahamas",2023-09-21T15:00:00,2023-09-24T09:00:00,,,,111.1104,4.998551,,,,,,,,
1001012,TC,green,,2023-09-19T15:00:00,2023-09-22T15:00:00,,,,83.3328,0.631187,,,,,,,,
1001010,TC,green,,2023-09-15T15:00:00,2023-09-22T09:00:00,,,,157.4064,1.962691,,,,,,,,
1001008,TC,green,"Canada, United States",2023-09-05T15:00:00,2023-09-17T15:00:00,,,,,,,,,,,,,
1001009,TC,green,,2023-09-07T15:00:00,2023-09-17T15:00:00,,,,,,,,,,,,,
1001011,TC,green,,2023-09-15T21:00:00,2023-09-17T03:00:00,,,,55.5552,,,,,,,,,
1001006,TC,green,,2023-09-04T21:00:00,2023-09-10T21:00:00,,,,259.2576,0.684802,,,,,,,,
1001007,TC,green,Japan,2023-09-05T12:00:00,2023-09-08T18:00:00,,,,74.0736,0.796248,18202813.0,,,,,,,
1001004,TC,green,,2023-09-01T15:00:00,2023-09-04T21:00:00,,,,92.592,,,,,,,,,
1001005,TC,green,,2023-08-30T00:00:00,2023-09-04T18:00:00,,,,111.1104,1.121592,,,,,,,,
1001002,TC,red,China,2023-08-28T12:00:00,2023-09-04T18:00:00,,,,194.4432,1.421828,5322587.0,,,,,,,
1000994,TC,green,,2023-08-19T21:00:00,2023-09-04T15:00:00,,,,92.592,0.899235,,,,,,,,
1000999,TC,red,"China, Philippines",2023-08-23T18:00:00,2023-09-03T12:00:00,,,,249.9984,1.876634,34495739.0,,,,,,,
1001000,TC,orange,United States,2023-08-26T21:00:00,2023-09-02T21:00:00,,,,212.9616,3.219756,473344.0,,,,,,,
1001003,TC,green,,2023-08-29T15:00:00,2023-09-02T03:00:00,,,,92.592,,,,,,,,,
1000996,TC,orange,"Bermuda, Turks and Caicos Islands, Dominican Republic, Haiti",2023-08-20T21:00:00,2023-09-01T21:00:00,,,,240.7392,1.678866,15914802.0,,,,,,,
1001001,TC,green,,2023-08-27T03:00:00,2023-08-29T21:00:00,,,,64.8144,,,,,,,,,
1000998,TC,green,Japan,2023-08-23T00:00:00,2023-08-28T06:00:00,,,,120.3696,0.864137,123637.0,,,,,,,
1000997,TC,green,"United States, Mexico",2023-08-21T15:00:00,2023-08-23T15:00:00,,,,83.3328,0.870985,4323270.0,,,,,,,
1000993,TC,orange,Mexico,2023-08-16T15:00:00,2023-08-21T21:00:00,,,,231.48,1.033596,11164.0,,,,,,,
1000995,TC,green,,2023-08-20T15:00:00,2023-08-21T15:00:00,,,,83.3328,0.874905,,,,,,,,
1000992,TC,green,,2023-08-14T03:00:00,2023-08-18T03:00:00,,,,83.3328,0.276135,,,,,,,,
1000991,TC,green,,2023-08-12T21:00:00,2023-08-17T15:00:00,,,,212.9616,0.58653,,,,,,,,
1000990,TC,green,Japan,2023-08-07T18:00:00,2023-08-17T00:00:00,,,,212.9616,2.947151,17502468.0,,,,,,,
1000988,TC,green,,2023-07-31T21:00:00,2023-08-11T21:00:00,,,,231.48,,,,,,,,,
1000986,TC,orange,Japan,2023-07-27T06:00:00,2023-08-10T18:00:00,,,,222.2208,2.47503,1281962.0,,,,,,,
1000989,TC,green,,2023-08-05T15:00:00,2023-08-07T21:00:00,,,,111.1104,,,,,,,,,
1000987,TC,orange,"Bangladesh, India, Myanmar",2023-07-31T18:00:00,2023-08-01T06:00:00,,,,74.0736,,107519428.0,,,,,,,
1000985,TC,red,"China, Philippines",2023-07-21T12:00:00,2023-07-28T06:00:00,,,,240.7392,2.435338,22807659.0,,,,,,,
1000982,TC,green,,2023-07-14T09:00:00,2023-07-24T15:00:00,,,,120.3696,1.137293,,,,,,,,
1000984,TC,green,,2023-07-21T09:00:00,2023-07-22T15:00:00,,,,55.5552,3.369198,,,,,,,,
1000981,TC,green,United States,2023-07-11T21:00:00,2023-07-19T21:00:00,,,,203.7024,0.46821,131129.0,,,,,,,
1000983,TC,green,China,2023-07-14T12:00:00,2023-07-18T00:00:00,,,,129.6288,2.765369,19832894.0,,,,,,,
